numero_expedient,codi_districte,nom_districte,codi_barri,nom_barri,codi_carrer,nom_carrer,num_postal,descripcio_dia_setmana,nk_Any,mes_any,nom_mes,dia_mes,hora_dia,descripcio_torn,longitud,latitud,causa,_id,etl_fecha_ingesta
2024S000381,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),S4,Dilluns,2024,1,Gener,22,19,Tarda,2.15879398,41.43964784,Manca d'atenció a la conducció,5725,2026-05-11 10:16:15.963225
2024S000403,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K131,Dimarts,2024,1,Gener,23,19,Tarda,2.16069288,41.43989968,No respectar distàncies,5726,2026-05-11 10:16:15.963225
2024S000426,7,Horta-Guinardó,43,Horta,701309,Botticelli,1X,Dijous,2024,1,Gener,25,9,Matí,2.15259043,41.43333205,Manca d'atenció a la conducció,5727,2026-05-11 10:16:15.963225
2024S000470,7,Horta-Guinardó,43,Horta,262903,Porrera,,Dissabte,2024,1,Gener,27,12,Matí,2.15953267,41.43778471,No respectat pas de vianants,5728,2026-05-11 10:16:15.963225
2024S000474,7,Horta-Guinardó,43,Horta,78303,Ciències,19-21,Dissabte,2024,1,Gener,27,14,Tarda,2.15824509,41.42666180,No respectar distàncies,5729,2026-05-11 10:16:15.963225
2024S000534,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dimarts,2024,1,Gener,30,19,Tarda,2.15332699,41.43649837,Canvi de carril sense precaució,5730,2026-05-11 10:16:15.963225
2024S000534,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dimarts,2024,1,Gener,30,19,Tarda,2.15332699,41.43649837,Gir indegut o sense precaució,5731,2026-05-11 10:16:15.963225
2024S000552,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,,Dimecres,2024,1,Gener,31,12,Matí,2.15735072,41.43928850,No respectar distàncies,5732,2026-05-11 10:16:15.963225
2024S000662,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),S4,Dilluns,2024,2,Febrer,5,15,Tarda,2.15879398,41.43964784,Manca d'atenció a la conducció,5733,2026-05-11 10:16:15.963225
2024S000668,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig,,Dilluns,2024,2,Febrer,5,22,Nit,2.16358140,41.43454501,Desobeir semàfor,5734,2026-05-11 10:16:15.963225
2024S000698,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dimarts,2024,2,Febrer,6,17,Tarda,2.15332699,41.43649837,No respectar distàncies,5735,2026-05-11 10:16:15.963225
2024S000775,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,16-54,Divendres,2024,2,Febrer,9,13,Matí,2.15326166,41.43357186,Manca d'atenció a la conducció,5736,2026-05-11 10:16:15.963225
2024S000882,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,2-14,Dijous,2024,2,Febrer,15,19,Tarda,2.15546857,41.43080096,Gir indegut o sense precaució,5737,2026-05-11 10:16:15.963225
2024S000891,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dijous,2024,2,Febrer,15,21,Tarda,2.15657831,41.43026305,Manca d'atenció a la conducció,5738,2026-05-11 10:16:15.963225
2024S000901,7,Horta-Guinardó,43,Horta,135451,Font Baliarda,2,Divendres,2024,2,Febrer,16,21,Tarda,2.15520640,41.44091267,Manca d'atenció a la conducció,5739,2026-05-11 10:16:15.963225
2024S000955,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,86-88,Dilluns,2024,2,Febrer,19,9,Matí,2.15250678,41.43744914,Manca d'atenció a la conducció,5740,2026-05-11 10:16:15.963225
2024S000980,7,Horta-Guinardó,43,Horta,321401,Scala Dei,17-37,Dimecres,2024,2,Febrer,21,9,Matí,2.15555371,41.44014978,Desobeir altres senyals,5741,2026-05-11 10:16:15.963225
2024S001009,7,Horta-Guinardó,43,Horta,159904,Església,5,Dijous,2024,2,Febrer,22,18,Tarda,2.15353170,41.43427142,,5742,2026-05-11 10:16:15.963225
2024S001044,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,K104,Dissabte,2024,2,Febrer,24,0,Nit,2.15368260,41.44181870,Manca d'atenció a la conducció,5743,2026-05-11 10:16:15.963225
2024S001083,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K129,Dilluns,2024,2,Febrer,26,6,Matí,2.15835461,41.43955264,Canvi de carril sense precaució,5744,2026-05-11 10:16:15.963225
2024S001229,7,Horta-Guinardó,43,Horta,102703,Doctor Letamendi,54,Dissabte,2024,3,Març,2,12,Matí,2.16088952,41.43626376,No determinada,5745,2026-05-11 10:16:15.963225
2024S001273,7,Horta-Guinardó,43,Horta,179901,Lisboa,34-46,Dimarts,2024,3,Març,5,0,Nit,2.15730967,41.42921870,Manca d'atenció a la conducció,5746,2026-05-11 10:16:15.963225
2024S001293,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,300-302,Dimarts,2024,3,Març,5,19,Tarda,2.15723361,41.43889924,Manca d'atenció a la conducció,5747,2026-05-11 10:16:15.963225
2024S001298,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K122,Dimarts,2024,3,Març,5,19,Tarda,2.15047488,41.43742277,No respectar distàncies,5748,2026-05-11 10:16:15.963225
2024S002401,7,Horta-Guinardó,43,Horta,157104,Horta,79,Dissabte,2024,4,Abril,27,17,Tarda,2.15953463,41.43166222,,5763,2026-05-11 10:16:15.963225
2024S001363,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,241,Divendres,2024,3,Març,8,12,Matí,2.15793170,41.43976324,Manca d'atenció a la conducció,5749,2026-05-11 10:16:15.963225
2024S001420,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dilluns,2024,3,Març,11,10,Matí,2.15229798,41.43375703,Canvi de carril sense precaució,5750,2026-05-11 10:16:15.963225
2024S001438,7,Horta-Guinardó,43,Horta,58102,Campoamor,,Dimarts,2024,3,Març,12,10,Matí,2.15644015,41.43383583,Desobeir altres senyals,5751,2026-05-11 10:16:15.963225
2024S001525,7,Horta-Guinardó,43,Horta,229307,Cal Notari,1,Dijous,2024,3,Març,14,14,Tarda,2.14938002,41.44067435,Manca d'atenció a la conducció,5752,2026-05-11 10:16:15.963225
2024S001587,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),K125,Dilluns,2024,3,Març,18,7,Matí,2.15387269,41.43832462,Avançament defectuós/improcedent,5753,2026-05-11 10:16:15.963225
2024S001734,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig,341,Diumenge,2024,3,Març,24,23,Nit,2.16351056,41.43097363,,5754,2026-05-11 10:16:15.963225
2024S001829,7,Horta-Guinardó,43,Horta,701309,Botticelli,,Diumenge,2024,3,Març,31,21,Tarda,2.15229798,41.43375703,Manca d'atenció a la conducció,5755,2026-05-11 10:16:15.963225
2024S001974,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,2-14,Dimarts,2024,4,Abril,9,21,Tarda,2.15546857,41.43080096,Manca d'atenció a la conducció,5756,2026-05-11 10:16:15.963225
2024S002067,7,Horta-Guinardó,43,Horta,701080,Estatut,,Dissabte,2024,4,Abril,13,20,Tarda,2.15657831,41.43026305,Desobeir altres senyals,5757,2026-05-11 10:16:15.963225
2024S002192,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,,Dijous,2024,4,Abril,18,7,Matí,2.15988436,41.43968825,Manca d'atenció a la conducció,5758,2026-05-11 10:16:15.963225
2024S002196,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,,Dijous,2024,4,Abril,18,18,Tarda,2.15988436,41.43968825,Altres,5759,2026-05-11 10:16:15.963225
2024S002251,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),K130,Diumenge,2024,4,Abril,21,13,Matí,2.15958938,41.43947186,No respectar distàncies,5760,2026-05-11 10:16:15.963225
2024S002293,7,Horta-Guinardó,43,Horta,186204,Lloret de Mar,,Dimarts,2024,4,Abril,23,12,Matí,2.15832853,41.43666259,Manca d'atenció a la conducció,5761,2026-05-11 10:16:15.963225
2024S002312,7,Horta-Guinardó,43,Horta,329505,Tajo,62,Dimecres,2024,4,Abril,24,6,Matí,2.15989104,41.42978813,,5762,2026-05-11 10:16:15.963225
2024S002445,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),K125,Dimarts,2024,4,Abril,30,10,Matí,2.15387269,41.43832462,No respectar distàncies,5764,2026-05-11 10:16:15.963225
2024S002458,7,Horta-Guinardó,43,Horta,186204,Lloret de Mar,,Dimarts,2024,4,Abril,30,21,Tarda,2.15643058,41.43490042,No cedir la dreta,5765,2026-05-11 10:16:15.963225
2024S002476,7,Horta-Guinardó,43,Horta,194406,Maragall,407,Dimecres,2024,5,Maig,1,22,Nit,2.16316027,41.42832067,Manca d'atenció a la conducció,5766,2026-05-11 10:16:15.963225
2024S002488,7,Horta-Guinardó,43,Horta,157104,Horta,79,Dijous,2024,5,Maig,2,8,Matí,2.15953463,41.43166222,,5767,2026-05-11 10:16:15.963225
2024S002685,7,Horta-Guinardó,43,Horta,329505,Tajo,47,Dijous,2024,5,Maig,9,16,Tarda,2.16147898,41.42945375,Gir indegut o sense precaució,5768,2026-05-11 10:16:15.963225
2024S002709,7,Horta-Guinardó,43,Horta,186204,Lloret de Mar,,Divendres,2024,5,Maig,10,16,Tarda,2.15643058,41.43490042,Desobeir altres senyals,5769,2026-05-11 10:16:15.963225
2024S002776,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),K128,Dimarts,2024,5,Maig,14,12,Matí,2.15724998,41.43915317,Manca d'atenció a la conducció,5770,2026-05-11 10:16:15.963225
2024S002806,7,Horta-Guinardó,43,Horta,157104,Horta,30,Dimarts,2024,5,Maig,14,18,Tarda,2.16153985,41.43078529,No respectat pas de vianants,5771,2026-05-11 10:16:15.963225
2024S002807,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K122,Dimecres,2024,5,Maig,15,19,Tarda,2.15047488,41.43742277,Manca d'atenció a la conducció,5772,2026-05-11 10:16:15.963225
2024S002825,7,Horta-Guinardó,43,Horta,188200,Mestre Dalmau,21,Dijous,2024,5,Maig,16,23,Nit,2.16190369,41.43361909,Manca d'atenció a la conducció,5773,2026-05-11 10:16:15.963225
2024S003082,7,Horta-Guinardó,43,Horta,179901,Lisboa,,Dimecres,2024,5,Maig,29,22,Nit,2.15773306,41.42926851,Gir indegut o sense precaució,5774,2026-05-11 10:16:15.963225
2024S003215,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K122,Dimarts,2024,6,Juny,4,19,Tarda,2.15047488,41.43742277,Manca d'atenció a la conducció,5775,2026-05-11 10:16:15.963225
2024S003219,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),K130,Dimarts,2024,6,Juny,4,7,Matí,2.15958938,41.43947186,No determinada,5776,2026-05-11 10:16:15.963225
2024S003246,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,209,Dijous,2024,6,Juny,6,11,Matí,2.15385298,41.43872655,Canvi de carril sense precaució,5777,2026-05-11 10:16:15.963225
2024S003295,7,Horta-Guinardó,43,Horta,58102,Campoamor,,Dissabte,2024,6,Juny,8,23,Nit,2.15644015,41.43383583,Desobeir altres senyals,5778,2026-05-11 10:16:15.963225
2024S003317,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,,Diumenge,2024,6,Juny,9,20,Tarda,2.15230286,41.43791701,Manca d'atenció a la conducció,5779,2026-05-11 10:16:15.963225
2024S003330,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),K122,Divendres,2024,6,Juny,7,23,Nit,2.15065008,41.43718835,,5780,2026-05-11 10:16:15.963225
2024S003374,7,Horta-Guinardó,43,Horta,701309,Botticelli,,Dimarts,2024,6,Juny,11,16,Tarda,2.15229798,41.43375703,Desobeir altres senyals,5781,2026-05-11 10:16:15.963225
2024S003374,7,Horta-Guinardó,43,Horta,701309,Botticelli,,Dimarts,2024,6,Juny,11,16,Tarda,2.15229798,41.43375703,Gir indegut o sense precaució,5782,2026-05-11 10:16:15.963225
2024S003395,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K130,Dijous,2024,6,Juny,13,7,Matí,2.15952256,41.43975083,Manca d'atenció a la conducció,5783,2026-05-11 10:16:15.963225
2024S003438,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,64,Divendres,2024,6,Juny,14,21,Tarda,2.15369934,41.43522911,Manca d'atenció a la conducció,5784,2026-05-11 10:16:15.963225
2024S003515,7,Horta-Guinardó,43,Horta,294105,Salses,,Dimarts,2024,6,Juny,18,12,Matí,2.15643058,41.43490042,Desobeir altres senyals,5785,2026-05-11 10:16:15.963225
2024S003645,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,310,Dimarts,2024,6,Juny,25,11,Matí,2.15858973,41.43916245,No determinada,5786,2026-05-11 10:16:15.963225
2024S003687,7,Horta-Guinardó,43,Horta,78303,Ciències,19-21,Dijous,2024,6,Juny,27,16,Tarda,2.15824509,41.42666180,Canvi de carril sense precaució,5787,2026-05-11 10:16:15.963225
2024S003758,7,Horta-Guinardó,43,Horta,294105,Salses,92,Diumenge,2024,6,Juny,30,19,Tarda,2.15611877,41.43516970,,5788,2026-05-11 10:16:15.963225
2024S003802,7,Horta-Guinardó,43,Horta,276704,Rectoria,1-3,Dimarts,2024,7,Juliol,2,12,Matí,2.15867102,41.43304756,Manca precaució incorporació circulació,5789,2026-05-11 10:16:15.963225
2024S003830,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,209,Dimecres,2024,7,Juliol,3,19,Tarda,2.15385298,41.43872655,Desobeir semàfor,5790,2026-05-11 10:16:15.963225
2024S003855,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,,Dijous,2024,7,Juliol,4,14,Tarda,2.15735072,41.43928850,No respectar distàncies,5791,2026-05-11 10:16:15.963225
2024S003955,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,68-70,Dilluns,2024,7,Juliol,8,8,Matí,2.15399355,41.43595359,No determinada,5792,2026-05-11 10:16:15.963225
2024S003997,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),K124,Dijous,2024,7,Juliol,11,23,Nit,2.15278146,41.43796553,No respectar distàncies,5793,2026-05-11 10:16:15.963225
2024S004036,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,2-14,Divendres,2024,7,Juliol,12,7,Matí,2.15546857,41.43080096,No determinada,5794,2026-05-11 10:16:15.963225
2024S004094,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,K80,Dilluns,2024,7,Juliol,15,2,Nit,2.13960337,41.44725096,,5795,2026-05-11 10:16:15.963225
2024S004117,7,Horta-Guinardó,43,Horta,69652,Cal Notari,20,Dimarts,2024,7,Juliol,16,11,Matí,2.14965037,41.44135920,Altres,5796,2026-05-11 10:16:15.963225
2024S004145,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,K113,Dijous,2024,7,Juliol,18,21,Tarda,2.15421278,41.43942378,Desobeir altres senyals,5797,2026-05-11 10:16:15.963225
2024S004159,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),K130,Divendres,2024,7,Juliol,19,9,Matí,2.15958938,41.43947186,No respectar distàncies,5798,2026-05-11 10:16:15.963225
2024S004222,7,Horta-Guinardó,43,Horta,701080,Estatut,,Diumenge,2024,7,Juliol,21,19,Tarda,2.15657831,41.43026305,No respectar distàncies,5799,2026-05-11 10:16:15.963225
2024S004364,7,Horta-Guinardó,43,Horta,166808,Jerez,,Dissabte,2024,7,Juliol,27,10,Matí,2.15572987,41.43130254,Desobeir altres senyals,5800,2026-05-11 10:16:15.963225
2024S004421,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,243,Dimarts,2024,7,Juliol,30,12,Matí,2.15811671,41.43974285,Manca d'atenció a la conducció,5801,2026-05-11 10:16:15.963225
2024S004421,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,243,Dimarts,2024,7,Juliol,30,12,Matí,2.15811671,41.43974285,No respectar distàncies,5802,2026-05-11 10:16:15.963225
2024S004568,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,282-284,Dimarts,2024,8,Agost,6,11,Matí,2.15476783,41.43831515,Canvi de carril sense precaució,5803,2026-05-11 10:16:15.963225
2024S004586,7,Horta-Guinardó,43,Horta,235503,Porto,,Dimecres,2024,8,Agost,7,23,Nit,2.15668099,41.43003491,Manca d'atenció a la conducció,5804,2026-05-11 10:16:15.963225
2024S004925,7,Horta-Guinardó,43,Horta,296100,Sant Alexandre,,Dimecres,2024,8,Agost,28,20,Tarda,2.16421025,41.42943133,Manca d'atenció a la conducció,5805,2026-05-11 10:16:15.963225
2024S004928,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,272U-278U,Dimecres,2024,8,Agost,28,14,Tarda,2.15328679,41.43796095,Altres,5806,2026-05-11 10:16:15.963225
2024S005012,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dimarts,2024,9,Setembre,3,13,Matí,2.15657831,41.43026305,Avançament defectuós/improcedent,5807,2026-05-11 10:16:15.963225
2024S005194,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),E4,Divendres,2024,9,Setembre,13,14,Tarda,2.15065135,41.43745351,No respectar distàncies,5808,2026-05-11 10:16:15.963225
2024S005309,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,270,Dimecres,2024,9,Setembre,18,21,Tarda,2.15257497,41.43768327,Fallada mecànica o avaria,5809,2026-05-11 10:16:15.963225
2024S005331,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),K130,Dijous,2024,9,Setembre,19,13,Matí,2.15958938,41.43947186,Canvi de carril sense precaució,5810,2026-05-11 10:16:15.963225
2024S005356,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),S4,Divendres,2024,9,Setembre,20,13,Matí,2.15879398,41.43964784,No respectar distàncies,5811,2026-05-11 10:16:15.963225
2024S005417,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,280,Dilluns,2024,9,Setembre,23,18,Tarda,2.15395699,41.43785837,Manca d'atenció a la conducció,5812,2026-05-11 10:16:15.963225
2024S005465,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,1-29,Dijous,2024,9,Setembre,26,14,Tarda,2.15344573,41.43739932,Avançament defectuós/improcedent,5813,2026-05-11 10:16:15.963225
2024S005500,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K121,Divendres,2024,9,Setembre,27,15,Tarda,2.14948037,41.43689884,Altres,5814,2026-05-11 10:16:15.963225
2024S005500,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K121,Divendres,2024,9,Setembre,27,15,Tarda,2.14948037,41.43689884,Canvi de carril sense precaució,5815,2026-05-11 10:16:15.963225
2024S005530,7,Horta-Guinardó,43,Horta,58102,Campoamor,1,Diumenge,2024,9,Setembre,29,13,Matí,2.15826345,41.43264597,No respectat pas de vianants,5816,2026-05-11 10:16:15.963225
2024S005729,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),E4,Dimarts,2024,10,Octubre,8,8,Matí,2.15065135,41.43745351,No respectar distàncies,5817,2026-05-11 10:16:15.963225
2024S005778,7,Horta-Guinardó,43,Horta,701309,Botticelli,,Dimecres,2024,10,Octubre,9,11,Matí,2.15229798,41.43375703,Altres,5818,2026-05-11 10:16:15.963225
2024S005924,7,Horta-Guinardó,43,Horta,329505,Tajo,49,Dimecres,2024,10,Octubre,16,20,Tarda,2.16137388,41.42946372,Altres,5819,2026-05-11 10:16:15.963225
2024S005924,7,Horta-Guinardó,43,Horta,329505,Tajo,49,Dimecres,2024,10,Octubre,16,20,Tarda,2.16137388,41.42946372,Manca d'atenció a la conducció,5820,2026-05-11 10:16:15.963225
2024S005925,7,Horta-Guinardó,43,Horta,294105,Salses,,Dimecres,2024,10,Octubre,16,18,Tarda,2.15643058,41.43490042,Desobeir altres senyals,5821,2026-05-11 10:16:15.963225
2024S005970,7,Horta-Guinardó,43,Horta,342300,Tossa,25,Divendres,2024,10,Octubre,18,19,Tarda,2.15796756,41.42846840,Manca precaució efectuar marxa enrera,5822,2026-05-11 10:16:15.963225
2024S006000,7,Horta-Guinardó,43,Horta,179901,Lisboa,10-14,Dissabte,2024,10,Octubre,19,21,Tarda,2.15862206,41.42975779,No respectat pas de vianants,5823,2026-05-11 10:16:15.963225
2024S006039,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,119,Dilluns,2024,10,Octubre,21,21,Tarda,2.15115478,41.44521389,Manca d'atenció a la conducció,5824,2026-05-11 10:16:15.963225
2024S006091,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,280,Dimecres,2024,10,Octubre,23,14,Tarda,2.15395699,41.43785837,No respectar distàncies,5825,2026-05-11 10:16:15.963225
2024S006122,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,,Dijous,2024,10,Octubre,24,18,Tarda,2.15988436,41.43968825,Desobeir altres senyals,5826,2026-05-11 10:16:15.963225
2024S006138,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,85,Divendres,2024,10,Octubre,25,17,Tarda,2.15057371,41.44235324,Altres,5827,2026-05-11 10:16:15.963225
2024S006233,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K122,Dimecres,2024,10,Octubre,30,11,Matí,2.15047488,41.43742277,Altres,5828,2026-05-11 10:16:15.963225
2024S006233,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K122,Dimecres,2024,10,Octubre,30,11,Matí,2.15047488,41.43742277,No respectar distàncies,5829,2026-05-11 10:16:15.963225
2024S006319,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),E4,Dimarts,2024,11,Novembre,5,10,Matí,2.15784993,41.43912860,Manca d'atenció a la conducció,5830,2026-05-11 10:16:15.963225
2024S006328,7,Horta-Guinardó,43,Horta,69652,Cal Notari,117,Dimarts,2024,11,Novembre,5,17,Tarda,2.15205045,41.43900559,Manca d'atenció a la conducció,5831,2026-05-11 10:16:15.963225
2024S006417,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,318,Diumenge,2024,11,Novembre,10,18,Tarda,2.15945816,41.43928904,Altres,5832,2026-05-11 10:16:15.963225
2024S006417,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,318,Diumenge,2024,11,Novembre,10,18,Tarda,2.15945816,41.43928904,No respectar distàncies,5833,2026-05-11 10:16:15.963225
2024S006509,7,Horta-Guinardó,43,Horta,186204,Lloret de Mar,,Dijous,2024,11,Novembre,14,18,Tarda,2.15710630,41.43552237,Desobeir altres senyals,5834,2026-05-11 10:16:15.963225
2024S006626,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K120,Dimecres,2024,11,Novembre,20,7,Matí,2.14855842,41.43631181,Manca d'atenció a la conducció,5835,2026-05-11 10:16:15.963225
2024S006626,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K120,Dimecres,2024,11,Novembre,20,7,Matí,2.14855842,41.43631181,No respectar distàncies,5836,2026-05-11 10:16:15.963225
2024S006701,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,28,Dissabte,2024,11,Novembre,23,18,Tarda,2.15366356,41.43746924,Envair calçada contrària,5837,2026-05-11 10:16:15.963225
2024S006721,7,Horta-Guinardó,43,Horta,701501,B-20 (Llobregat),K122,Dilluns,2024,11,Novembre,25,8,Matí,2.15065008,41.43718835,Canvi de carril sense precaució,5838,2026-05-11 10:16:15.963225
2024S006875,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K131,Diumenge,2024,12,Desembre,1,14,Tarda,2.16069288,41.43989968,Canvi de carril sense precaució,5839,2026-05-11 10:16:15.963225
2024S006902,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K124,Dijous,2024,12,Desembre,5,19,Tarda,2.15266445,41.43817203,Canvi de carril sense precaució,5840,2026-05-11 10:16:15.963225
2024S006983,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),K130,Dijous,2024,12,Desembre,5,11,Matí,2.15952256,41.43975083,No respectar distàncies,5841,2026-05-11 10:16:15.963225
2024S006990,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,62,Dimarts,2024,12,Desembre,3,16,Tarda,2.15369934,41.43522911,No determinada,5842,2026-05-11 10:16:15.963225
2024S007023,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,67-71,Divendres,2024,12,Desembre,6,20,Tarda,2.15303478,41.43633420,Gir indegut o sense precaució,5843,2026-05-11 10:16:15.963225
2024S007084,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),S4,Dimarts,2024,12,Desembre,10,19,Tarda,2.15879398,41.43964784,Altres,5844,2026-05-11 10:16:15.963225
2024S007120,7,Horta-Guinardó,43,Horta,701267,Dalt (Besòs),K124,Dijous,2024,12,Desembre,12,17,Tarda,2.15266445,41.43817203,No respectar distàncies,5845,2026-05-11 10:16:15.963225
2024S007251,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,2-14,Dimarts,2024,12,Desembre,17,19,Tarda,2.15546857,41.43080096,No respectat pas de vianants,5846,2026-05-11 10:16:15.963225
2024S007278,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dissabte,2024,12,Desembre,14,14,Tarda,2.15657831,41.43026305,,5847,2026-05-11 10:16:15.963225
2024S007311,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,233,Dijous,2024,12,Desembre,19,15,Tarda,2.15591103,41.43944604,No respectar distàncies,5848,2026-05-11 10:16:15.963225
2024S007361,7,Horta-Guinardó,43,Horta,329505,Tajo,29-31,Divendres,2024,12,Desembre,20,19,Tarda,2.16246639,41.42978713,Manca d'atenció a la conducció,5849,2026-05-11 10:16:15.963225
2024S007370,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,243,Divendres,2024,12,Desembre,20,0,Nit,2.15811671,41.43974285,No respectar distàncies,5850,2026-05-11 10:16:15.963225
2024S007489,7,Horta-Guinardó,43,Horta,179901,Lisboa,,Dissabte,2024,12,Desembre,28,8,Matí,2.15906993,41.42966517,Manca precaució efectuar marxa enrera,5851,2026-05-11 10:16:15.963225
2024S007517,7,Horta-Guinardó,43,Horta,352507,Vall d'Hebron,227,Dilluns,2024,12,Desembre,30,13,Matí,2.15591103,41.43944604,Canvi de carril sense precaució,5852,2026-05-11 10:16:15.963225
2024S000392,8,Nou Barris,44,Vilapicina i la Torre Llobeta,119003,Fabra i Puig,223-225,Dimarts,2024,1,Gener,23,7,Matí,2.17536185,41.43017894,Manca precaució incorporació circulació,5853,2026-05-11 10:16:15.963225
2024S000468,8,Nou Barris,44,Vilapicina i la Torre Llobeta,105905,Duero,,Dissabte,2024,1,Gener,27,7,Matí,2.16546141,41.42823422,Manca d'atenció a la conducció,5854,2026-05-11 10:16:15.963225
2024S000508,8,Nou Barris,44,Vilapicina i la Torre Llobeta,24304,Arnau d'Oms,,Dilluns,2024,1,Gener,29,17,Tarda,2.17733444,41.42948939,No respectar distàncies,5855,2026-05-11 10:16:15.963225
2024S000565,8,Nou Barris,44,Vilapicina i la Torre Llobeta,362500,Vilapicina,,Dijous,2024,2,Febrer,1,7,Matí,2.16811482,41.42882890,Manca precaució efectuar marxa enrera,5856,2026-05-11 10:16:15.963225
2024S000878,8,Nou Barris,44,Vilapicina i la Torre Llobeta,69109,Cartellà,,Dijous,2024,2,Febrer,15,15,Tarda,2.17470010,41.42713398,Desobeir altres senyals,5857,2026-05-11 10:16:15.963225
